filename,fold,target,category,risk
hrain346.wav,1,18,heavy rain, medium
hrain347.wav,1,18,heavy rain, medium
hrain348.wav,1,18,heavy rain, medium
hrain349.wav,1,18,heavy rain, medium
hrain35.wav,1,18,heavy rain, medium
hrain350.wav,1,18,heavy rain, medium
hrain351.wav,1,18,heavy rain, medium
hrain352.wav,1,18,heavy rain, medium
hrain353.wav,1,18,heavy rain, medium
hrain354.wav,1,18,heavy rain, medium
hrain355.wav,1,18,heavy rain, medium
hrain356.wav,1,18,heavy rain, medium
hrain357.wav,1,18,heavy rain, medium
hrain358.wav,1,18,heavy rain, medium
hrain359.wav,1,18,heavy rain, medium
hrain36.wav,1,18,heavy rain, medium
hrain360.wav,1,18,heavy rain, medium
hrain361.wav,1,18,heavy rain, medium
hrain362.wav,1,18,heavy rain, medium
hrain363.wav,1,18,heavy rain, medium
hrain364.wav,1,18,heavy rain, medium
hrain365.wav,1,18,heavy rain, medium
hrain366.wav,1,18,heavy rain, medium
hrain367.wav,1,18,heavy rain, medium
hrain368.wav,1,18,heavy rain, medium
hrain369.wav,1,18,heavy rain, medium
hrain37.wav,1,18,heavy rain, medium
hrain370.wav,1,18,heavy rain, medium
hrain371.wav,1,18,heavy rain, medium
hrain372.wav,1,18,heavy rain, medium
hrain373.wav,1,18,heavy rain, medium
hrain374.wav,1,18,heavy rain, medium
hrain375.wav,1,18,heavy rain, medium
hrain376.wav,1,18,heavy rain, medium
hrain377.wav,1,18,heavy rain, medium
hrain378.wav,1,18,heavy rain, medium
hrain379.wav,1,18,heavy rain, medium
hrain38.wav,1,18,heavy rain, medium
hrain380.wav,1,18,heavy rain, medium
hrain381.wav,1,18,heavy rain, medium
hrain382.wav,1,18,heavy rain, medium
hrain383.wav,1,18,heavy rain, medium
hrain384.wav,1,18,heavy rain, medium
hrain385.wav,1,18,heavy rain, medium
hrain386.wav,1,18,heavy rain, medium
hrain387.wav,1,18,heavy rain, medium
hrain388.wav,1,18,heavy rain, medium
hrain389.wav,1,18,heavy rain, medium
hrain39.wav,1,18,heavy rain, medium
hrain390.wav,1,18,heavy rain, medium
hrain391.wav,1,18,heavy rain, medium
hrain392.wav,1,18,heavy rain, medium
hrain393.wav,1,18,heavy rain, medium
hrain394.wav,1,18,heavy rain, medium
hrain395.wav,1,18,heavy rain, medium
hrain396.wav,1,18,heavy rain, medium
hrain397.wav,1,18,heavy rain, medium
hrain398.wav,1,18,heavy rain, medium
hrain399.wav,1,18,heavy rain, medium
hrain4.wav,1,18,heavy rain, medium
hrain40.wav,1,18,heavy rain, medium
hrain400.wav,1,18,heavy rain, medium
hrain401.wav,1,18,heavy rain, medium
hrain402.wav,1,18,heavy rain, medium
hrain403.wav,1,18,heavy rain, medium
hrain404.wav,1,18,heavy rain, medium
hrain405.wav,1,18,heavy rain, medium
hrain406.wav,1,18,heavy rain, medium
hrain407.wav,1,18,heavy rain, medium
hrain408.wav,1,18,heavy rain, medium
hrain409.wav,1,18,heavy rain, medium
hrain41.wav,1,18,heavy rain, medium
hrain410.wav,1,18,heavy rain, medium
hrain411.wav,1,18,heavy rain, medium
hrain412.wav,1,18,heavy rain, medium
hrain413.wav,1,18,heavy rain, medium
hrain414.wav,1,18,heavy rain, medium
hrain415.wav,1,18,heavy rain, medium
hrain416.wav,1,18,heavy rain, medium
hrain417.wav,1,18,heavy rain, medium
hrain418.wav,1,18,heavy rain, medium
hrain419.wav,1,18,heavy rain, medium
hrain42.wav,1,18,heavy rain, medium
hrain420.wav,1,18,heavy rain, medium
hrain421.wav,1,18,heavy rain, medium
hrain422.wav,1,18,heavy rain, medium
hrain423.wav,1,18,heavy rain, medium
hrain424.wav,1,18,heavy rain, medium
hrain425.wav,1,18,heavy rain, medium
hrain426.wav,1,18,heavy rain, medium
hrain427.wav,1,18,heavy rain, medium
hrain428.wav,1,18,heavy rain, medium
hrain429.wav,1,18,heavy rain, medium
hrain43.wav,1,18,heavy rain, medium
hrain430.wav,1,18,heavy rain, medium
hrain431.wav,1,18,heavy rain, medium
hrain432.wav,1,18,heavy rain, medium
hrain433.wav,1,18,heavy rain, medium
hrain434.wav,1,18,heavy rain, medium
hrain435.wav,1,18,heavy rain, medium
hrain436.wav,1,18,heavy rain, medium
hrain437.wav,1,18,heavy rain, medium
hrain438.wav,1,18,heavy rain, medium
hrain439.wav,1,18,heavy rain, medium
hrain44.wav,1,18,heavy rain, medium
hrain440.wav,1,18,heavy rain, medium
hrain441.wav,1,18,heavy rain, medium
hrain442.wav,1,18,heavy rain, medium
hrain443.wav,1,18,heavy rain, medium
hrain444.wav,1,18,heavy rain, medium
hrain445.wav,1,18,heavy rain, medium
hrain446.wav,1,18,heavy rain, medium
hrain447.wav,1,18,heavy rain, medium
hrain448.wav,1,18,heavy rain, medium
hrain449.wav,1,18,heavy rain, medium
hrain45.wav,1,18,heavy rain, medium
hrain450.wav,1,18,heavy rain, medium
hrain451.wav,1,18,heavy rain, medium
hrain452.wav,1,18,heavy rain, medium
hrain453.wav,1,18,heavy rain, medium
hrain454.wav,1,18,heavy rain, medium
hrain455.wav,1,18,heavy rain, medium
hrain456.wav,1,18,heavy rain, medium
hrain457.wav,1,18,heavy rain, medium
hrain458.wav,1,18,heavy rain, medium
hrain459.wav,1,18,heavy rain, medium
hrain46.wav,1,18,heavy rain, medium
hrain460.wav,1,18,heavy rain, medium
hrain461.wav,1,18,heavy rain, medium
hrain462.wav,1,18,heavy rain, medium
hrain463.wav,1,18,heavy rain, medium
hrain464.wav,1,18,heavy rain, medium
hrain465.wav,1,18,heavy rain, medium
hrain466.wav,1,18,heavy rain, medium
hrain467.wav,1,18,heavy rain, medium
hrain468.wav,1,18,heavy rain, medium
hrain469.wav,1,18,heavy rain, medium
hrain47.wav,1,18,heavy rain, medium
hrain470.wav,1,18,heavy rain, medium
hrain471.wav,1,18,heavy rain, medium
hrain472.wav,1,18,heavy rain, medium
hrain473.wav,1,18,heavy rain, medium
hrain474.wav,1,18,heavy rain, medium
hrain475.wav,1,18,heavy rain, medium
hrain476.wav,1,18,heavy rain, medium
hrain477.wav,1,18,heavy rain, medium
hrain478.wav,1,18,heavy rain, medium
hrain479.wav,1,18,heavy rain, medium
hrain48.wav,1,18,heavy rain, medium
hrain480.wav,1,18,heavy rain, medium
hrain481.wav,1,18,heavy rain, medium
hrain482.wav,1,18,heavy rain, medium
hrain483.wav,1,18,heavy rain, medium
hrain484.wav,1,18,heavy rain, medium
hrain485.wav,1,18,heavy rain, medium
hrain486.wav,1,18,heavy rain, medium
hrain487.wav,1,18,heavy rain, medium
hrain488.wav,1,18,heavy rain, medium
hrain489.wav,1,18,heavy rain, medium
hrain49.wav,1,18,heavy rain, medium
hrain490.wav,1,18,heavy rain, medium
hrain491.wav,1,18,heavy rain, medium
hrain492.wav,1,18,heavy rain, medium
hrain493.wav,1,18,heavy rain, medium
hrain494.wav,1,18,heavy rain, medium
hrain495.wav,1,18,heavy rain, medium
hrain496.wav,1,18,heavy rain, medium
hrain497.wav,1,18,heavy rain, medium
hrain498.wav,1,18,heavy rain, medium
hrain499.wav,1,18,heavy rain, medium
hrain5.wav,1,18,heavy rain, medium
hrain50.wav,1,18,heavy rain, medium
hrain500.wav,1,18,heavy rain, medium
hrain501.wav,1,18,heavy rain, medium
hrain502.wav,1,18,heavy rain, medium
hrain503.wav,1,18,heavy rain, medium
hrain504.wav,1,18,heavy rain, medium
hrain505.wav,1,18,heavy rain, medium
hrain506.wav,1,18,heavy rain, medium
hrain507.wav,1,18,heavy rain, medium
hrain508.wav,1,18,heavy rain, medium
hrain509.wav,1,18,heavy rain, medium
hrain51.wav,1,18,heavy rain, medium
hrain510.wav,1,18,heavy rain, medium
hrain511.wav,1,18,heavy rain, medium
hrain512.wav,1,18,heavy rain, medium
hrain513.wav,1,18,heavy rain, medium
hrain514.wav,1,18,heavy rain, medium
hrain515.wav,1,18,heavy rain, medium
hrain516.wav,1,18,heavy rain, medium
hrain517.wav,1,18,heavy rain, medium
hrain518.wav,1,18,heavy rain, medium
hrain519.wav,1,18,heavy rain, medium
hrain52.wav,1,18,heavy rain, medium
hrain520.wav,1,18,heavy rain, medium
hrain521.wav,1,18,heavy rain, medium
hrain522.wav,1,18,heavy rain, medium
hrain523.wav,1,18,heavy rain, medium
hrain524.wav,1,18,heavy rain, medium
hrain525.wav,1,18,heavy rain, medium
hrain526.wav,1,18,heavy rain, medium
hrain527.wav,1,18,heavy rain, medium
hrain528.wav,1,18,heavy rain, medium
hrain529.wav,1,18,heavy rain, medium
hrain53.wav,1,18,heavy rain, medium
hrain530.wav,1,18,heavy rain, medium
hrain531.wav,1,18,heavy rain, medium
hrain532.wav,1,18,heavy rain, medium
hrain533.wav,1,18,heavy rain, medium
hrain534.wav,1,18,heavy rain, medium
hrain535.wav,1,18,heavy rain, medium
hrain536.wav,1,18,heavy rain, medium
hrain537.wav,1,18,heavy rain, medium
hrain538.wav,1,18,heavy rain, medium
hrain539.wav,1,18,heavy rain, medium
hrain54.wav,1,18,heavy rain, medium
hrain540.wav,1,18,heavy rain, medium
hrain541.wav,1,18,heavy rain, medium
hrain542.wav,1,18,heavy rain, medium
hrain543.wav,1,18,heavy rain, medium
hrain544.wav,1,18,heavy rain, medium
hrain545.wav,1,18,heavy rain, medium
hrain546.wav,1,18,heavy rain, medium
hrain547.wav,1,18,heavy rain, medium
hrain548.wav,1,18,heavy rain, medium
hrain549.wav,1,18,heavy rain, medium
hrain55.wav,1,18,heavy rain, medium
hrain550.wav,1,18,heavy rain, medium
hrain551.wav,1,18,heavy rain, medium
hrain552.wav,1,18,heavy rain, medium
hrain553.wav,1,18,heavy rain, medium
hrain554.wav,1,18,heavy rain, medium
hrain555.wav,1,18,heavy rain, medium
hrain556.wav,1,18,heavy rain, medium
hrain557.wav,1,18,heavy rain, medium
hrain558.wav,1,18,heavy rain, medium
hrain559.wav,1,18,heavy rain, medium
hrain56.wav,1,18,heavy rain, medium
hrain560.wav,1,18,heavy rain, medium
hrain561.wav,1,18,heavy rain, medium
hrain562.wav,1,18,heavy rain, medium
hrain563.wav,1,18,heavy rain, medium
hrain564.wav,1,18,heavy rain, medium
hrain565.wav,1,18,heavy rain, medium
hrain566.wav,1,18,heavy rain, medium
hrain567.wav,1,18,heavy rain, medium
hrain568.wav,1,18,heavy rain, medium
hrain569.wav,1,18,heavy rain, medium
hrain57.wav,1,18,heavy rain, medium
hrain570.wav,1,18,heavy rain, medium
hrain571.wav,1,18,heavy rain, medium
hrain572.wav,1,18,heavy rain, medium
hrain573.wav,1,18,heavy rain, medium
hrain574.wav,1,18,heavy rain, medium
hrain575.wav,1,18,heavy rain, medium
hrain576.wav,1,18,heavy rain, medium
hrain577.wav,1,18,heavy rain, medium
hrain578.wav,1,18,heavy rain, medium
hrain579.wav,1,18,heavy rain, medium
hrain58.wav,1,18,heavy rain, medium
hrain580.wav,1,18,heavy rain, medium
hrain581.wav,1,18,heavy rain, medium
hrain582.wav,1,18,heavy rain, medium
hrain583.wav,1,18,heavy rain, medium
hrain584.wav,1,18,heavy rain, medium
hrain585.wav,1,18,heavy rain, medium
hrain586.wav,1,18,heavy rain, medium
hrain587.wav,1,18,heavy rain, medium
hrain588.wav,1,18,heavy rain, medium
hrain589.wav,1,18,heavy rain, medium
hrain59.wav,1,18,heavy rain, medium
hrain590.wav,1,18,heavy rain, medium
hrain591.wav,1,18,heavy rain, medium
hrain592.wav,1,18,heavy rain, medium
hrain593.wav,1,18,heavy rain, medium
hrain594.wav,1,18,heavy rain, medium
hrain595.wav,1,18,heavy rain, medium
hrain596.wav,1,18,heavy rain, medium
hrain597.wav,1,18,heavy rain, medium
hrain598.wav,1,18,heavy rain, medium
hrain599.wav,1,18,heavy rain, medium
hrain6.wav,1,18,heavy rain, medium
hrain60.wav,1,18,heavy rain, medium
hrain600.wav,1,18,heavy rain, medium
hrain601.wav,1,18,heavy rain, medium
hrain602.wav,1,18,heavy rain, medium
hrain603.wav,1,18,heavy rain, medium
hrain604.wav,1,18,heavy rain, medium
hrain605.wav,1,18,heavy rain, medium
hrain606.wav,1,18,heavy rain, medium
hrain607.wav,1,18,heavy rain, medium
hrain608.wav,1,18,heavy rain, medium
hrain609.wav,1,18,heavy rain, medium
hrain61.wav,1,18,heavy rain, medium
hrain610.wav,1,18,heavy rain, medium
hrain611.wav,1,18,heavy rain, medium
hrain612.wav,1,18,heavy rain, medium
hrain613.wav,1,18,heavy rain, medium
hrain614.wav,1,18,heavy rain, medium
hrain615.wav,1,18,heavy rain, medium
hrain616.wav,1,18,heavy rain, medium
hrain617.wav,1,18,heavy rain, medium
hrain618.wav,1,18,heavy rain, medium
hrain619.wav,1,18,heavy rain, medium
hrain62.wav,1,18,heavy rain, medium
hrain620.wav,1,18,heavy rain, medium
hrain621.wav,1,18,heavy rain, medium
hrain622.wav,1,18,heavy rain, medium
hrain623.wav,1,18,heavy rain, medium
hrain624.wav,1,18,heavy rain, medium
hrain625.wav,1,18,heavy rain, medium
hrain626.wav,1,18,heavy rain, medium
hrain627.wav,1,18,heavy rain, medium
hrain628.wav,1,18,heavy rain, medium
hrain629.wav,1,18,heavy rain, medium
hrain63.wav,1,18,heavy rain, medium
hrain630.wav,1,18,heavy rain, medium
hrain631.wav,1,18,heavy rain, medium
hrain632.wav,1,18,heavy rain, medium
hrain633.wav,1,18,heavy rain, medium
hrain634.wav,1,18,heavy rain, medium
hrain635.wav,1,18,heavy rain, medium
hrain636.wav,1,18,heavy rain, medium
hrain637.wav,1,18,heavy rain, medium
hrain638.wav,1,18,heavy rain, medium
hrain639.wav,1,18,heavy rain, medium
hrain64.wav,1,18,heavy rain, medium
hrain640.wav,1,18,heavy rain, medium
hrain641.wav,1,18,heavy rain, medium
hrain642.wav,1,18,heavy rain, medium
hrain643.wav,1,18,heavy rain, medium
hrain644.wav,1,18,heavy rain, medium
hrain645.wav,1,18,heavy rain, medium
hrain646.wav,1,18,heavy rain, medium
hrain647.wav,1,18,heavy rain, medium
hrain648.wav,1,18,heavy rain, medium
hrain649.wav,1,18,heavy rain, medium
hrain65.wav,1,18,heavy rain, medium
hrain650.wav,1,18,heavy rain, medium
hrain651.wav,1,18,heavy rain, medium
hrain652.wav,1,18,heavy rain, medium
hrain653.wav,1,18,heavy rain, medium
hrain654.wav,1,18,heavy rain, medium
hrain655.wav,1,18,heavy rain, medium
hrain656.wav,1,18,heavy rain, medium
hrain657.wav,1,18,heavy rain, medium
hrain658.wav,1,18,heavy rain, medium
hrain659.wav,1,18,heavy rain, medium
hrain66.wav,1,18,heavy rain, medium
hrain660.wav,1,18,heavy rain, medium
hrain661.wav,1,18,heavy rain, medium
hrain662.wav,1,18,heavy rain, medium
hrain663.wav,1,18,heavy rain, medium
hrain664.wav,1,18,heavy rain, medium
hrain665.wav,1,18,heavy rain, medium
hrain666.wav,1,18,heavy rain, medium
hrain667.wav,1,18,heavy rain, medium
hrain668.wav,1,18,heavy rain, medium
hrain669.wav,1,18,heavy rain, medium
hrain67.wav,1,18,heavy rain, medium
hrain670.wav,1,18,heavy rain, medium
hrain671.wav,1,18,heavy rain, medium
hrain672.wav,1,18,heavy rain, medium
hrain673.wav,1,18,heavy rain, medium
hrain674.wav,1,18,heavy rain, medium
hrain675.wav,1,18,heavy rain, medium
hrain676.wav,1,18,heavy rain, medium
hrain677.wav,1,18,heavy rain, medium
hrain678.wav,1,18,heavy rain, medium
hrain679.wav,1,18,heavy rain, medium
hrain68.wav,1,18,heavy rain, medium
hrain680.wav,1,18,heavy rain, medium
hrain681.wav,1,18,heavy rain, medium
hrain682.wav,1,18,heavy rain, medium
hrain683.wav,1,18,heavy rain, medium
hrain684.wav,1,18,heavy rain, medium
hrain685.wav,1,18,heavy rain, medium
hrain686.wav,1,18,heavy rain, medium
hrain687.wav,1,18,heavy rain, medium
hrain688.wav,1,18,heavy rain, medium
hrain689.wav,1,18,heavy rain, medium
hrain69.wav,1,18,heavy rain, medium
hrain690.wav,1,18,heavy rain, medium
hrain691.wav,1,18,heavy rain, medium
hrain692.wav,1,18,heavy rain, medium
hrain693.wav,1,18,heavy rain, medium
hrain694.wav,1,18,heavy rain, medium
hrain695.wav,1,18,heavy rain, medium
hrain696.wav,1,18,heavy rain, medium
